Complexity,Loss,Equation
1,2516.8416,"457.29547"
3,716.7539,"(X * 1131.3315)"
5,1.9423155,"((50.369892 * X) ^ 1.5041981)"
7,1.6951116,"(((50.366295 * X) ^ 1.5041981) + 1.161852)"
9,1.5696741,"(((50.369812 + (0.17128989 ^ X)) * X) ^ 1.5041981)"
11,1.4232088,"(((50.3935 * X) ^ 1.5025694) + ((X * X) + X))"
13,1.0235392,"(((50.369812 * X) - (0.38308603 / ((2.5670493 / -0.7953021) + X))) ^ 1.5041981)"
15,0.6630376,"(((50.369812 * X) - (0.38308603 / ((2.5670493 / -0.7953021) + (X + -0.58144575)))) ^ 1.5041981)"
