Complexity,Loss,Equation
1,2516.8416,"442.2253"
3,716.83624,"(1130.5964 * X)"
5,1.9387258,"(363.35233 * (X ^ 1.5042744))"
7,1.6941757,"((363.35233 * (X ^ 1.5042245)) + 1.2076576)"
9,0.93178433,"((363.3565 * (X ^ 1.5021627)) + (1.5041932 ^ X))"
11,0.84694165,"(((365.07672 + (0.3747542 * X)) * (X ^ 1.4978637)) + -0.38386503)"
13,0.6940753,"((363.58777 * (X ^ 1.5020636)) + (((-0.5014165 * -1.324218) - -0.8333146) ^ X))"
