Complexity,Fitness,Equation 0
1,0.91763484,594.
3,0.26745906,981.0*X
5,0.122542635,119.0*X**2
7,0.03149012,83.7*X*(X + 4.01)
9,0.00083718466,363.0*X**1.5
11,0.00080701674,X + 361.0*X**1.51
13,0.0006253191,X**2 + 363.0*X**1.5
