Complexity,Fitness,Equation 0
1,0.25903672,m1
3,0.1260141,m2 - 13.3
5,0.09716525,1.33*m2 - 1.33*r
7,0.029906252,0.322*m1*m2/r
9,0.0019067212,m1 + m2 - 2.0*r - 23.4
