Complexity,Fitness,Equation 0
1,0.49449998,pred
4,0.47399998,log(pred - 0.0447)
5,0.02049996,pred + y/pred
7,0.012499958,1.13*pred + y/pred
9,0.011999965,1.17*pred - 0.263 + y/pred
12,0.01199995,pred + log((pred + 0.845*y/pred)/pred)
